Date,Omega,Alpha,Beta,Eta,d,Mu,FSI,VSTOXX
2015-05-20,0.648396691085493,0.0014135902716558993,0.9307841778099862,0.12520837878123672,10.309549695825812,0.27590726232815815,-0.006333359695573696,0.041302555862093464
2015-05-21,0.6564244890764849,0.001448151283419111,0.9307441473209245,0.12515411107192484,10.27971833893653,0.27988799594007124,-0.0037192987593091657,0.04100408046518202
2015-05-22,0.655067327709126,0.0015955387718810266,0.9305092318503194,0.12515454044283725,10.279783540422516,0.27813433623249106,0.0010740447233283713,0.042175525281455226
2015-05-26,0.6853538494990212,0.001555234578330456,0.9305692234305367,0.12522233811086925,10.267915993562992,0.2785842048136207,0.0020753755312109975,0.03995715474033891
2015-05-27,0.6113982895217488,0.001301418377999437,0.9309197084035691,0.12523139106306455,10.232726880107847,0.2700577981300653,-0.011807624323032158,0.043261348372672245
2015-05-28,0.6130110637909205,0.0012792936482346818,0.9309069605966268,0.12536814727429127,10.274758208812075,0.27180321078640257,-0.013558530575380322,0.04283254730518069
2015-05-29,0.6165035410133746,0.0012769468734093728,0.9309183146690038,0.1253287767151632,10.277920644482672,0.2678926744300916,-0.012933468091039148,0.042808452194175055
2015-06-01,0.6165879610261884,0.0012719761838058297,0.9309093064091521,0.12539512430024077,10.277982984333121,0.2683277099726904,-0.013088368729057618,0.04276609891156352
2015-06-02,0.5796440846793502,0.0013805059003285955,0.9307674452466433,0.12530679365168537,10.25087793495006,0.2640398258899353,-0.015160137943943795,0.04544307563840803
2015-06-03,0.6451415634178472,0.00125915242150036,0.9310115266222642,0.12523375586659186,10.253290904317359,0.2634702221576508,-0.008764873147686895,0.041381785970051835
2015-06-04,0.6450270638181259,0.0012818834852617238,0.9310158731708595,0.12514031845925927,10.254987561042965,0.2661468937600657,-0.008500983722828273,0.04129318420804112
2015-06-05,0.6611329477378242,0.0013401181893094494,0.9309613415287312,0.12508583791269656,10.282360577931389,0.26313516521512825,-0.005279161306658779,0.04075201314178102
2015-06-08,0.6634055726913796,0.001311923164402548,0.9309677021405647,0.12521388527429755,10.32238433907143,0.257553589710815,-0.006786180129590079,0.04056676592206415
2015-06-09,0.6742694384560922,0.001351701454132573,0.9309201905901879,0.1252677087010048,10.33316562445273,0.2528703560136104,-0.005696617687425765,0.04012594093478987
2015-06-10,0.7027595600792089,0.0014031248132415632,0.9309163357837227,0.12515876718975735,10.312916736360165,0.25585181591423695,-0.001402800794496948,0.03862978001984636
2015-06-11,0.6659418038967635,0.001437742213615106,0.9308060213122454,0.1252598193996669,10.353933817534337,0.25754784352717225,-0.006237958945285568,0.04064614942019684
2015-06-12,0.7298461069617584,0.0014155990006602388,0.9309153805013257,0.12517032723132876,10.358243568193666,0.2616900137167068,0.0012672242134645494,0.03683672137398311
2015-06-15,0.7304022061340016,0.001528077981768729,0.9308010556681058,0.12523492627198093,10.352371271131156,0.253716578221508,0.0013698543654408733,0.037115870455163215
2015-06-16,0.7218782324836336,0.0012827013424064754,0.9309581522974867,0.1255993534312995,10.401106474167793,0.25062953869548243,-0.004312693416378801,0.0369741657162264
2015-06-17,0.7477086039416777,0.0013507036322183003,0.9309645367837966,0.12550995832046827,10.37659426751198,0.24776261894652551,-0.0012015636007944516,0.03557300321043279
2015-06-18,0.7485187931952499,0.00135678793309567,0.9309544633850204,0.125535524113352,10.377163086075553,0.24750200881025244,-0.002460259568464234,0.03531732829111112
2015-06-19,0.8211545030486574,0.001469587901844855,0.9308984183503202,0.12555956176078192,10.363511525722611,0.24268528952264892,0.007609613571308356,0.03172292984672705
2015-06-22,0.8500038427453203,0.0011240448616743777,0.9311739955894607,0.12577246106136336,10.333520859529655,0.24016357537594193,0.010259837349401002,0.030006648607718893
2015-06-23,0.7582081020747446,0.0007953393657695011,0.9312061375709817,0.12661285979840844,10.219645277801222,0.24978506998600242,-0.006404377776082743,0.03401362623254547
2015-06-24,0.8000202919693019,0.0007162429876832485,0.9313688965928609,0.1264236756273945,10.22445423968059,0.25753325073108807,-0.00036782635559411597,0.031465335290168636
2015-06-25,0.6673787049483751,0.0008021556691511604,0.9310235095169223,0.12662692360883102,10.112058107357933,0.25717144500942846,-0.008897484557004986,0.040150714190251686
2015-06-26,0.8549325823712449,0.0005078264810359949,0.9318059920371843,0.12591235320181285,10.17463249900756,0.26465166765230497,0.008264811492011288,0.028123128878159546
2015-06-29,0.7470538430886238,0.0005756883073272948,0.9317408672581899,0.12560761437416407,10.108115478426775,0.26393808482815656,0.001498760469029989,0.03486776354872193
2015-06-30,0.6512755028073349,0.0010542526191224917,0.931305351429931,0.126326408491548,9.800789744251212,0.2643026411427013,-0.022967622183672657,0.0383499450873883
2015-07-01,0.6689197914064449,0.0009552631821880022,0.9315890830701066,0.12597510789639058,9.760861788387675,0.2611532576767379,-0.02020007194456512,0.03727663859557727
2015-07-02,0.6522591850392109,0.0012403965104623737,0.9313799520852314,0.12578689196878978,9.800555934542096,0.2620370120616191,-0.02236630822876072,0.038176556786785956
2015-07-03,0.6528059652405284,0.0011839119712827501,0.9315294061421093,0.12555047382103451,9.798906205835072,0.26407510920428023,-0.0219639206432754,0.0379639433445947
2015-07-06,0.6512878489002714,0.0010698993606377692,0.9317869747159048,0.12516988630440432,9.790467205788495,0.2645047610764305,-0.01969823508480343,0.038107399290914945
2015-07-07,0.6243771561591581,0.001196864325232016,0.9313404986785062,0.1259388626529309,9.831813082824995,0.2613407684143557,-0.026523502622596125,0.03963195515427441
2015-07-08,0.624379421505199,0.0011963282606096569,0.931298402318629,0.12602725665189085,9.831820612220854,0.2613381015643771,-0.026520257032044435,0.039726265878341514
2015-07-09,0.6255722520384577,0.0011736647032354207,0.9314152329925584,0.12583518123128276,9.833579407922254,0.2580320290104283,-0.026300416791445097,0.03960643763804051
2015-07-10,0.6151361831611516,0.0012288573675304285,0.9312399778054306,0.12608458928802144,9.863085685863188,0.2610640142122948,-0.02809196818152171,0.040160022926120476
2015-07-13,0.5960640870644845,0.0012766437326920768,0.9310753451887918,0.12632129811290987,9.9064834212212,0.26231303765166014,-0.030905153836464194,0.04123192918027581
2015-07-14,0.6107239355184793,0.0013067578552407428,0.9310474519224499,0.1263048144554129,9.936568680485323,0.26369045268599195,-0.029294639040512944,0.04039500586012937
2015-07-15,0.6226763915406918,0.0012488399629038158,0.9311616361261641,0.12613271979400978,9.909709139911964,0.26793690266606446,-0.027171929042181676,0.03965001589345569
2015-07-16,0.6215211993732698,0.0012241280415315637,0.9313496501149947,0.12566662776563348,9.900892745065146,0.269917710497053,-0.024881981109496326,0.03979903200782022
2015-07-17,0.6380922708435507,0.0012340863292447414,0.9312435439662149,0.12594678144418936,9.90319978283126,0.2668286645590341,-0.025214229790334986,0.038834377013553155
2015-07-20,0.6547223805719792,0.0011528965889544703,0.9313029905116739,0.12592105974113188,9.963892635938429,0.2607905506873815,-0.02335848236637532,0.03816250894985953
2015-07-21,0.6526593551149514,0.001729508864497785,0.9309075673633321,0.12546520381167975,9.956620099990412,0.2649593605242208,-0.020490726982548623,0.03868414650818689
2015-07-22,0.6473044656837372,0.0016556189791071907,0.9309420770538677,0.12542032323022595,9.956754841665296,0.26702487132642105,-0.01926422950368213,0.039258837129239506
2015-07-23,0.6468268409546686,0.0016721650395171326,0.9308586520098995,0.12546718427581147,9.95636761974888,0.2658317918608387,-0.018591702109859238,0.03961064552063502
2015-07-24,0.6468245395795305,0.001712910893268517,0.9307475654997351,0.12550794076115532,9.95642708916421,0.2661259223154294,-0.01774323299233202,0.03990695801445226
2015-07-27,0.6493735657323199,0.0017194349256083041,0.9307146235200446,0.1254972085873626,9.97631089030112,0.263993509726217,-0.01705002700607883,0.039994459228055564
2015-07-28,0.6377165634548512,0.001681318641608241,0.9308214608939603,0.12547897390576046,10.0073194554117,0.25800307696110997,-0.020620882075281042,0.04030104133391879
2015-07-29,0.6377183545270976,0.001680742828805187,0.9308156505347346,0.12548959108171998,10.007324286537147,0.25800342053555647,-0.020622085257057585,0.04030014035033528
2015-07-30,0.6550768619080948,0.0017104145525405799,0.9307724793984317,0.12544870044414588,9.982943324136379,0.2628151072208122,-0.01697007071388563,0.039528723494545545
2015-07-31,0.6489282638879944,0.0015787186716531994,0.9310376010103039,0.12498389837993547,9.989166233612075,0.27035726155358086,-0.014803879937778774,0.0398081526848415
2015-08-03,0.4293292632693108,0.001580727320182758,0.9300792632388561,0.126184489855455,10.02942262714878,0.27430207585692507,-0.02963739420567117,0.05470409444362287
2015-08-04,0.6200502049063851,0.002119720575912156,0.9291940201231992,0.12760760008708094,9.947948278183679,0.268496170806217,-0.01665434378613288,0.043975946609169654
2015-08-05,0.6199381294665148,0.002016002767085662,0.9293635872678463,0.1275187323971128,9.948507340421067,0.2640622159645521,-0.017077654103478446,0.04389827919775343
2015-08-06,0.6077810900899706,0.00201726531720477,0.9294270127817774,0.12731289953653316,9.97041484116835,0.2632507750464334,-0.018079810221451872,0.04455495562099532
2015-08-07,0.6011130618248857,0.002087227921301202,0.9293451068248979,0.1272122962641094,9.97185720672933,0.2615165968246152,-0.017140450117213418,0.04534311525324851
2015-08-10,0.6006714545575501,0.0020787087532893444,0.9293673774015494,0.12710181220985148,9.972064331186738,0.26210568776156007,-0.01584437404153133,0.0455414899739842
2015-08-11,0.5683902532886895,0.0020247303433268715,0.9293803920232848,0.12703164337937195,9.995307082045256,0.2631691519633413,-0.018141460423813864,0.047511685702089065
2015-08-12,0.5648828792825205,0.0021034216418496536,0.9292351433255956,0.12713539956095446,10.008490091127326,0.26097648712301835,-0.01939522335736477,0.047842811000353196
2015-08-13,0.5619584837769585,0.0017064579940430473,0.9299292637461974,0.12688239873007912,10.015933198903346,0.2544015791986458,-0.024356270522943667,0.04668380329216755
2015-08-14,0.5651534908081042,0.0017412191448404738,0.9299651080858612,0.12664290675214407,10.004831680604308,0.2589591308367396,-0.022122254792947875,0.046595960814437475
2015-08-17,0.5237913831919804,0.0016751531477857248,0.9300008556846465,0.12654805511385075,10.00481514568279,0.25601811678783676,-0.02502126093955205,0.04922362567372326
2015-08-18,0.5242568885154055,0.001839530934328587,0.9298035751947056,0.12658979191892028,10.004745773471363,0.25532157635843805,-0.025901381639232973,0.04927090038770307
2015-08-19,0.5278574805701759,0.0018824719843036394,0.9297707051192053,0.12645864305929558,10.004272880368873,0.25596439586993136,-0.023715642369531283,0.04937844035140839
2015-08-20,0.5278607043750275,0.0018938426623583166,0.9297637890655751,0.1264174411979886,10.004277585933774,0.2559535400010567,-0.02371063917484578,0.04944591187506572
2015-08-21,0.5266007268685905,0.0017327764358283505,0.92996560047521,0.12643289954430922,10.086360368399303,0.25128938953379565,-0.025752641160012503,0.049121996290756476
2015-08-24,0.5187559142645424,0.0015887370574322807,0.9299856026209898,0.1269294011606657,10.095784522266325,0.24444583688129687,-0.029965364766024218,0.04931057311776241
2015-08-25,0.49704876142356946,0.0014873965113419933,0.9296012124144102,0.128246113834133,10.071675020559198,0.23969609494021504,-0.03586471944747374,0.05066382005447407
2015-08-26,0.47504958558974003,0.001552883441987022,0.9291400144700147,0.1291231125694567,10.110758242342467,0.24052754815801863,-0.040345216558767175,0.05213927802854616
2015-08-27,0.489625065251527,0.0015054927354821105,0.9292937972327432,0.1289615848794308,10.068612536129802,0.23514766374843285,-0.03854800112050124,0.051360690346498664
2015-08-28,0.47803832118101663,0.0015321564057260834,0.9292114861728995,0.1290535858993921,10.083986543535136,0.23892749564584748,-0.04035928468319704,0.05187525066403067
2015-08-31,0.4955796671307997,0.0014205167567131508,0.9294432175555345,0.128780564021921,10.07543784449625,0.23563000593719696,-0.03732910590339501,0.050939043088603635
2015-09-01,0.5077793464348592,0.0013953023136547827,0.9295536643414525,0.12856143232839864,10.025239464147395,0.2429124456046466,-0.035131903494296124,0.050071438587658786
2015-09-02,0.5370060835724438,0.000982184879343388,0.9301154362938414,0.12825077551796835,10.049683422376242,0.2503120128517371,-0.026096180413488525,0.0484073999981666
2015-09-03,0.5363931896865303,0.0008822457347775159,0.9297970269781485,0.1290049839332262,10.052556675472324,0.2502940562059426,-0.01978078143408825,0.04992216059903382
2015-09-04,0.4420120777243463,0.0016550050552589918,0.9282785686087652,0.13061017665559044,9.957206293373604,0.24760294990051812,-0.04064165279118533,0.055486380698937646
2015-09-07,0.43396473110316824,0.0014909333816356515,0.9284527381780289,0.13065940117383207,9.979821192597294,0.2434788931018161,-0.04134448510767423,0.05586608106389997
2015-09-08,0.42560250777113284,0.0016260489978965034,0.9284368332473943,0.13031363468208018,9.953609350256906,0.24567085170479896,-0.04086307801751731,0.05642604266704081
2015-09-09,0.4316897050744572,0.001422183433576804,0.9287457673498982,0.12999867280160968,9.972614577708105,0.24806628109560136,-0.037595610856684426,0.05609406190535186
2015-09-10,0.4179618039069961,0.0014565805856368026,0.928672358443646,0.13003884178444816,9.935652037001113,0.244460871484183,-0.03899854053089213,0.05713113539369426
2015-09-11,0.41506383100840766,0.0016078316214272416,0.9286918181158487,0.12962899496779912,9.94243314056188,0.24169103577296108,-0.037549358696513324,0.05750415048630946
2015-09-14,0.41674528930015464,0.00153494298169387,0.9288473226779417,0.12940426573620561,9.92433965305615,0.23735737376032626,-0.03565065029347708,0.05765945962161218
2015-09-15,0.4218722654498667,0.001656714890434714,0.9288707779951535,0.12906211498091488,9.89962637630825,0.23310274779796678,-0.03268645982116022,0.05780184176853469
2015-09-16,0.43365695103145935,0.0018106269740292313,0.9288744104160711,0.12863824458400894,9.918595598181273,0.23348159688009684,-0.028158909181989746,0.057487267647716715
2015-09-17,0.434609978252731,0.0017793039754231427,0.9289635389807097,0.12835724785894154,9.918910640268058,0.23450520306002212,-0.025263445233843232,0.05777453089707799
2015-09-18,0.45938373157018303,0.001717839579187979,0.9290729241033631,0.1281608996034992,9.92549651495578,0.23347407773601905,-0.019234824831505837,0.05689252663327327
2015-09-21,0.45883661319969743,0.0014589115144718284,0.9294672483668968,0.12801572425743787,9.970336289040919,0.23087908954003225,-0.019584925223947853,0.05639945751698814
2015-09-22,0.4617027968486243,0.0014135144527643237,0.9295830046894925,0.12774919477396773,9.97025388830164,0.2304136221169909,-0.016782891387471684,0.056551939406273295
2015-09-23,0.4524169236364279,0.0013047796034224997,0.9296907605828527,0.1277629666409999,10.015079932959937,0.22863875281652793,-0.017879827774167127,0.056965430152161156
2015-09-24,0.45221299675812743,0.001266921564763735,0.9297614718980269,0.1275964165441377,10.014840082303104,0.22544353926939797,-0.01570580294812154,0.05743264483601712
2015-09-25,0.46913436237759676,0.0012866793719947356,0.9297918246632633,0.1274883267100594,9.989099775220222,0.21996560891930347,-0.01169316924497674,0.05693555189943458
2015-09-28,0.46651372565695576,0.0013389365733824275,0.9297857459520756,0.12733617602542444,10.023859530269885,0.22234807249208316,-0.01036991862421467,0.057172626145865525
2015-09-29,0.47122773969138454,0.0012364469950184355,0.9298755965104502,0.12735645975788024,10.008831508765141,0.22611474539983487,-0.007651340390505367,0.05701036822549276
2015-09-30,0.47045817412557167,0.0011928965838968286,0.9296548790025023,0.1274930563433254,10.009105197469236,0.2319858858973328,0.002716830533392222,0.058994765004840834
2015-10-01,0.4825827297932546,0.001260629871754754,0.9295397575871531,0.12775374267899878,9.99955130943802,0.23536265514934088,0.0010657085775208292,0.05775356056273031
2015-10-02,0.495571830862428,0.0012612844232937608,0.9295388309051295,0.12762278889006812,9.990057399486444,0.23868902090028996,0.0053777306031183355,0.057441688959857545
2015-10-05,0.5184500016643858,0.0012687214518680417,0.9294916131945156,0.127542423917189,9.989320484582276,0.24121108248850176,0.01274787410058474,0.0569811275778086
2015-10-06,0.5103703974307755,0.0010975375627306008,0.9297169678429824,0.12752190029442234,10.01979786334105,0.24476832357289652,0.01026656193188681,0.05674323219663267
2015-10-07,0.5189141813277595,0.0010681538957237602,0.9297023744580337,0.12749599940900735,10.011171563764186,0.2430445118140465,0.014651409971272221,0.05694515546760192
2015-10-08,0.5295021340707303,0.001114558242617496,0.9296261968339511,0.12742544278498624,10.000674828835125,0.24629894768393262,0.018429215292221683,0.056813904920412
2015-10-09,0.5490343099017987,0.0011219463705027016,0.9294891467943577,0.12756268903961177,9.966969010727729,0.24200064173602162,0.025989173026674337,0.057014005221842586
2015-10-12,0.5511774851093408,0.0012965494721534129,0.929324834350257,0.12744577946847624,9.963150188995652,0.24537999823077997,0.02799904631155725,0.05718136212711896
2015-10-13,0.5676790429784466,0.001310925430915041,0.9291344521135488,0.12767077765673154,9.922442900974021,0.23988951204671835,0.03599654790923881,0.057766779038657415
2015-10-14,0.5750731218803941,0.0016482330091424496,0.9288565726216819,0.12752456956464694,9.929036895847364,0.2338244884915809,0.03932254683013975,0.058071245954082085
2015-10-15,0.5744941515182684,0.001722257642716242,0.9286656644263939,0.12754497260606115,9.92938612320591,0.23053522983893832,0.044871628523699504,0.05936814270359565
2015-10-16,0.604149003934324,0.0017291243477881811,0.928650624600339,0.1274329038383523,9.966857031555008,0.2302389911301278,0.05187445242146781,0.0584100112904774
2015-10-19,0.6194966008276681,0.0016807346408619014,0.9287071081929515,0.1272953825423624,9.989786765132052,0.2321838589036235,0.057370294160910246,0.05806406014307488
2015-10-20,0.6356557729820037,0.0017533829383461889,0.9284541240817547,0.12749528853138256,9.977514346666569,0.2278468588533594,0.06389036830108374,0.05850659696955594
2015-10-21,0.6434544156596482,0.0018389141503465751,0.9282880054082561,0.12751678976958467,9.98899048679968,0.22639312920627916,0.06847476026169776,0.058923069396363936
2015-10-22,0.6452452143439407,0.0019465723910356719,0.927981204934244,0.12770625472341685,9.991868123687965,0.22588582665460932,0.07261380613127325,0.05998774412385296
2015-10-23,0.6750966392962688,0.0019232923543764245,0.9280308790398812,0.12757740007699328,9.99414412270895,0.23369483344991349,0.07954461674185624,0.058596974024043694
2015-10-26,0.7049743076348683,0.002118409711165567,0.9274681607519054,0.12790073769723037,9.993651057344294,0.23751373533625847,0.09584998152678116,0.05969227314974687
2015-10-27,0.6969167613159057,0.002205141379575229,0.9273067835844628,0.1281822033831357,9.984582520295378,0.23152130363616116,0.08963926638722412,0.05968519618114456
2015-10-28,0.6975401929854024,0.002272679341168177,0.9270961359507373,0.12840701051383255,9.985814426323824,0.2248580449698299,0.09116783295516627,0.06044105102720336
2015-10-29,0.6990828803371263,0.0023342046336835565,0.926988061858123,0.12838177131704787,9.994992150893173,0.2293972818374192,0.09359115344022872,0.06070509212663716
2015-10-30,0.7076090041504625,0.0020463033839742397,0.9276270905016512,0.12781512750287122,10.043415682222179,0.22631890409732475,0.09355848919786726,0.05933786658639302
2015-11-02,0.7116936944686713,0.002133656028757558,0.9274654879998077,0.1280084327076173,10.01122367757061,0.21879555377122942,0.09330976511198051,0.05945899030792984
2015-11-03,0.7129704148818335,0.0022502438826382744,0.9272754090824199,0.12803264362335057,10.020050158881755,0.2216739136432386,0.09527414629457137,0.0598350027054619
2015-11-04,0.7093097170244863,0.0023978864257270284,0.9269978613020078,0.12817391332120193,10.03084063041495,0.22001300876278945,0.09618561427418477,0.06067230221289938
2015-11-05,0.7089181379321987,0.00255536157395005,0.9267241264078462,0.12839089075312918,10.028158176640794,0.21585425780936734,0.09560892595348042,0.06106077763376334
2015-11-06,0.7039881174454573,0.0026513121755616024,0.9265746440385763,0.12848597220444888,10.033770644297507,0.2178799172255479,0.09362776992055634,0.061213201948904034
2015-11-09,0.6945055423564154,0.0022865964440490585,0.9273256697854433,0.12790358792036102,10.048334644489058,0.22677202151874135,0.0892121806243095,0.059920839672075975
2015-11-10,0.6715748960694344,0.0022813536514265276,0.9275148500976607,0.1277398151888256,10.096364072975119,0.22135212842709978,0.07920157665934524,0.05981182192096835
2015-11-11,0.6639599145603972,0.0023523015793143905,0.9274686936826176,0.12796535536707992,10.072204240517822,0.21451825853042178,0.06948174114605021,0.05904138274318162
2015-11-12,0.6647372444620323,0.002300839034807664,0.927488996433744,0.12812131614785388,10.071409158255431,0.22083693883538633,0.06401331004065142,0.05792848443491668
2015-11-13,0.6501955937294474,0.0021172524102648226,0.9281611305569869,0.1276853804932239,10.05997593089261,0.2061120502695483,0.0528423275291141,0.056646326476738805
2015-11-16,0.6461904203753668,0.001740370958126516,0.9285672540167383,0.1277335528126309,10.022782937264035,0.2167854629153096,0.04517010798403942,0.0551117757116949
2015-11-17,0.7639832991530058,0.0023009817414377486,0.9280146577506427,0.12688218418292707,9.915098467142416,0.2167189758428648,0.09629485717527586,0.055123285353636295
2015-11-18,0.6345103585477581,0.0017165896995667129,0.9288308667847748,0.12734064127314812,10.150973672069917,0.20535399866928172,0.03655180500269894,0.05461313417836373
2015-11-19,0.6490526273092819,0.002416291277584272,0.9282251571446066,0.12706248972155898,10.126977555223574,0.19749754191398272,0.04504456919976519,0.05543941753207326
2015-11-20,0.6579880583168207,0.0025599362739352105,0.92809587752818,0.12689318164296504,10.137949730030622,0.20102039670462016,0.05015844124041204,0.05555269759427284
2015-11-23,0.6505256197725782,0.0025175166366525822,0.9281062391558036,0.12685407263551657,10.174057281097037,0.1987246921215541,0.05137541709151064,0.0564180456418181
2015-11-24,0.672478230546203,0.002559073852225688,0.9280312011952379,0.12682055694473826,10.173477541829435,0.1981621581687301,0.056994987154874,0.05585407926197592
2015-11-25,0.6841466707868566,0.0025804457702820107,0.9279588661208996,0.12686911126200542,10.180336063829296,0.19221833664940102,0.06014090279478873,0.05584185123860073
2015-11-26,0.7055076147416003,0.0026766888727601844,0.9278269034964711,0.12691005875088293,10.177533288620005,0.18824894466197817,0.06418745418693902,0.055215335433687375
2015-11-27,0.7149703513584642,0.0026814468425498655,0.9277836667715247,0.12698470136868273,10.162601049616788,0.18365873910016497,0.06727431729031151,0.05519367616006033
2015-11-30,0.7328109115507047,0.002810897381417774,0.9275906487823519,0.12699353050449694,10.127440648086294,0.1892186769120908,0.07324272121190549,0.05483796772869928
2015-12-01,0.7855730015378757,0.002900503196315027,0.9273300118142127,0.12708659628873334,10.130652824138078,0.1938945007918782,0.0893162425059259,0.05377141038825975
2015-12-02,0.7802636749459492,0.0030145857694459165,0.9271622992545978,0.12724748773422262,10.133138908761275,0.19254265657394942,0.08505382365874095,0.05368469343632858
2015-12-03,0.7816669770926569,0.002999734231314287,0.9271761784291574,0.12734130185587825,10.132050518045418,0.18240502475334933,0.08431974749363501,0.05380613110657071
2015-12-04,0.734320460111866,0.0026921032199386237,0.9275880588982488,0.12721198011063398,10.150273814716224,0.1723682835079154,0.07764291435542196,0.05616992475827167
2015-12-07,0.7604772725814843,0.0027344450864857646,0.9276194570939367,0.12699685916782477,10.092484662409342,0.18220758209629806,0.08344669872332795,0.05478259960579167
2015-12-08,0.8803898887571057,0.002932294284686515,0.9266714324523089,0.12791863772900625,10.114514485121447,0.1791258798487877,0.12628702214372778,0.05431628976813512
2015-12-09,0.765720587921429,0.0026565434429620736,0.9272075332635609,0.12791030003849777,10.115539356407984,0.18082196220651228,0.0907612801315272,0.056308702025013396
2015-12-10,0.7943228963509175,0.002682945510628447,0.9272389152510122,0.12765188158713855,10.139759019991644,0.17940416253595298,0.09909384236518853,0.05552411539662626
2015-12-11,0.8083306327353887,0.0026895664502917223,0.927311437123061,0.12745406952425561,10.131990859667486,0.18072441382260182,0.10149791214284798,0.054743697396324474
2015-12-14,0.8192940801947484,0.0026525107453193586,0.9272590794341006,0.1276024298197589,10.173449477521448,0.17605377925056978,0.10478616532779804,0.05476623355376086
2015-12-15,0.8105350120861541,0.002611564815261344,0.9272126598007828,0.12779493407477407,10.210498276294999,0.1754006169367145,0.1029108461203112,0.05523786748102761
2015-12-16,0.780615300817532,0.0025355704300617787,0.9268817998914856,0.1286076033411191,10.223511422222705,0.18260158087911582,0.10040438852258868,0.05733174881868163
2015-12-17,0.790375531070598,0.0024966344248500525,0.9270065465522952,0.1284771380022482,10.19982785345606,0.17684728044787446,0.10080463690486834,0.05673811923103657
2015-12-18,0.790199582838027,0.002486111538514497,0.9270142691638537,0.12855590041037515,10.20058975063369,0.1792439069357654,0.0993220303048885,0.05635251795642752
